rule_id,season,year,status,item_type,proposal_number,proposer,rulebook_ref,summary,effect,reason,category,mechanism,affected_phase,affected_party,temporality,source_kind,source_key,source_url,source_section,extraction_method,confidence
nfl-2025-approved-playing-rule-6-1-3-5c038768,2025,2025,approved,playing_rule,6-1-3,,6-1-3,Modifies alignment requirements for receiving team players in the setup zone on a kickoff or safety kick.,Modifies alignment requirements for receiving team players in the setup zone on a kickoff or safety kick.,,special_teams,rule_text_change,kickoff,kicking_team/receiving_team,permanent_or_unspecified,official_rulebook_change_list,nflops_rulebook_2025_changes,https://operations.nfl.com/the-rules/nfl-rulebook/,2025 Rule Changes,rulebook_change_list,0.96
nfl-2025-approved-playing-rule-6-1-3-a92ae268,2025,2025,approved,playing_rule,6-1-3,,6-1-3,Modifies alignment requirements for receiving team players in the setup zone on a kickoff or safety kick.,Modifies alignment requirements for receiving team players in the setup zone on a kickoff or safety kick.,,special_teams,rule_text_change,kickoff,kicking_team/receiving_team,permanent_or_unspecified,official_rulebook_pdf_change_list,nflops_rulebook_2025_pdf,https://operations.nfl.com/media/e4sneelu/2025-nfl-rulebook-final.pdf,2025 Rules Changes,pdf_rulebook_change_list,0.98
nfl-2025-approved-playing-rule-6-1-5-9dddced0,2025,2025,approved,playing_rule,6-1-5,,6-1-5,"Changes the dead ball spot after a touchback if the ball lands in the end zone and is downed in the end zone by the receiving team, goes out of bounds beyond the receiving team’s goal line, or strikes the receiving team’s goal post, uprights, or crossbar.","Changes the dead ball spot after a touchback if the ball lands in the end zone and is downed in the end zone by the receiving team, goes out of bounds beyond the receiving team’s goal line, or strikes the receiving team’s goal post, uprights, or crossbar.",,special_teams,rule_text_change,kickoff,kicking_team/receiving_team,permanent_or_unspecified,official_rulebook_change_list,nflops_rulebook_2025_changes,https://operations.nfl.com/the-rules/nfl-rulebook/,2025 Rule Changes,rulebook_change_list,0.96
nfl-2025-approved-playing-rule-6-1-5-26807943,2025,2025,approved,playing_rule,6-1-5,,6-1-5,"Changes the dead ball spot after a touchback if the ball lands in the end zone and is downed in the end zone by the receiving team, goes out of bounds beyond the receiving team’s goal line, or strikes the receiving team’s goal post, uprights, or crossbar.","Changes the dead ball spot after a touchback if the ball lands in the end zone and is downed in the end zone by the receiving team, goes out of bounds beyond the receiving team’s goal line, or strikes the receiving team’s goal post, uprights, or crossbar.",,special_teams,rule_text_change,kickoff,kicking_team/receiving_team,permanent_or_unspecified,official_rulebook_pdf_change_list,nflops_rulebook_2025_pdf,https://operations.nfl.com/media/e4sneelu/2025-nfl-rulebook-final.pdf,2025 Rules Changes,pdf_rulebook_change_list,0.98
nfl-2025-approved-playing-rule-6-1-6-e87929b9,2025,2025,approved,playing_rule,6-1-6,,6-1-6,Modifies the alignment requirements for the kicking team on an onside kick and permits the kicking team to declare an onside kick at any time during the game if trailing its opponent.,Modifies the alignment requirements for the kicking team on an onside kick and permits the kicking team to declare an onside kick at any time during the game if trailing its opponent.,,special_teams,rule_text_change,kickoff,kicking_team/receiving_team,permanent_or_unspecified,official_rulebook_change_list,nflops_rulebook_2025_changes,https://operations.nfl.com/the-rules/nfl-rulebook/,2025 Rule Changes,rulebook_change_list,0.96
nfl-2025-approved-playing-rule-6-1-6-5ddf9afa,2025,2025,approved,playing_rule,6-1-6,,6-1-6,Modifies the alignment requirements for the kicking team on an onside kick and permits the kicking team to declare an onside kick at any time during the game if trailing its opponent.,Modifies the alignment requirements for the kicking team on an onside kick and permits the kicking team to declare an onside kick at any time during the game if trailing its opponent.,,special_teams,rule_text_change,kickoff,kicking_team/receiving_team,permanent_or_unspecified,official_rulebook_pdf_change_list,nflops_rulebook_2025_pdf,https://operations.nfl.com/media/e4sneelu/2025-nfl-rulebook-final.pdf,2025 Rules Changes,pdf_rulebook_change_list,0.98
nfl-2025-approved-playing-rule-rule-6-5d6a9423,2025,2025,approved,playing_rule,Rule 6,,Rule 6,Makes permanent the new form of kickoff play implemented in 2024.,Makes permanent the new form of kickoff play implemented in 2024.,,special_teams,rule_text_change,kickoff,kicking_team/receiving_team,made_permanent,official_rulebook_change_list,nflops_rulebook_2025_changes,https://operations.nfl.com/the-rules/nfl-rulebook/,2025 Rule Changes,rulebook_change_list,0.96
nfl-2025-approved-playing-rule-rule-6-e22e257b,2025,2025,approved,playing_rule,Rule 6,,Rule 6,Makes permanent the new form of kickoff play implemented in 2024.,Makes permanent the new form of kickoff play implemented in 2024.,,special_teams,rule_text_change,kickoff,kicking_team/receiving_team,made_permanent,official_rulebook_pdf_change_list,nflops_rulebook_2025_pdf,https://operations.nfl.com/media/e4sneelu/2025-nfl-rulebook-final.pdf,2025 Rules Changes,pdf_rulebook_change_list,0.98
nfl-2025-approved-resolution-g-1a-94cb255d,2025,2025,approved,resolution,G-1A,Pittsburgh,,"for one-year only, permits clubs to have one video or phone call with no more than five prospective Unrestricted Free Agent during the Two-Day Negotiation Period. Permits clubs to make travel arrangements with such players upon agreeing to terms.",,,club_business_rules,rule_text_change,free_agent_negotiation,clubs/players,one_year_trial,official_summary,nflops_approved_2025,https://operations.nfl.com/updates/the-rules/approved-2025-playing-rules-bylaws-and-resolutions/,2025 Approved Resolutions Summary,html_summary,0.9
nfl-2025-approved-resolution-g-2-03ea1b5b,2025,2025,approved,resolution,G-2,"Baltimore, Cleveland, Houston, Las Vegas, Minnesota, Philadelphia, and Washington",,"to permit clubs to prepare kicking footballs (“K-Balls”) before game day, similar to the process permitted for game footballs.",,,special_teams,rule_text_change,kickoff,kicking_team/receiving_team,permanent_or_unspecified,official_summary,nflops_approved_2025,https://operations.nfl.com/updates/the-rules/approved-2025-playing-rules-bylaws-and-resolutions/,2025 Approved Resolutions Summary,html_summary,0.9
nfl-2025-approved-resolution-g-3-7d80e316,2025,2025,approved,resolution,G-3,Washington,,to permit clubs that may qualify for the postseason to obtain scouting credentials for two consecutive games (Weeks 17 and 18) played by a potential postseason opponent. Also requires clubs hosting Wild Card games to provide scouting credentials to all teams within the same conference who are participating in the postseason.,,,club_business_rules,rule_text_change,league_business,clubs,permanent_or_unspecified,official_summary,nflops_approved_2025,https://operations.nfl.com/updates/the-rules/approved-2025-playing-rules-bylaws-and-resolutions/,2025 Approved Resolutions Summary,html_summary,0.9
nfl-2025-proposed-bylaw-1-96621bac,2025,2025,proposed,bylaw,1,Competition Committee,,to permit clubs to designate two players for return at the roster reduction to 53 players.,,,roster_management,rule_text_change,roster,clubs/players,permanent_or_unspecified,official_summary,nflops_proposals_2025,https://operations.nfl.com/updates/the-rules/2025-rules-change-proposals/,2025 bylaw PROPOSALS summary,html_summary,0.9
nfl-2025-proposed-bylaw-2-c75c4ab9,2025,2025,proposed,bylaw,2,Competition Committee,,to permit clubs participating in the postseason to receive two additional DFRs increasing the maximum from 8 to 10.,,,roster_management,rule_text_change,roster,clubs/players,permanent_or_unspecified,official_summary,nflops_proposals_2025,https://operations.nfl.com/updates/the-rules/2025-rules-change-proposals/,2025 bylaw PROPOSALS summary,html_summary,0.9
nfl-2025-proposed-bylaw-3-2dbc9e77,2025,2025,proposed,bylaw,3,Competition Committee,,to insert Point Differential as the third tiebreaker for awarding contracts.,,,club_business_rules,rule_text_change,league_business,clubs,permanent_or_unspecified,official_summary,nflops_proposals_2025,https://operations.nfl.com/updates/the-rules/2025-rules-change-proposals/,2025 bylaw PROPOSALS summary,html_summary,0.9
nfl-2025-proposed-bylaw-4-0422674f,2025,2025,proposed,bylaw,4,Detroit,"Article XX, Section 20.2; Article XX","amends Article XX, Section 20.2 of the Constitution & Bylaws, to amend the current playoff seeding format to allow Wild Card teams to be seeded higher than Division Champions if the Wild Card team has a better regular season record.",,,competitive_equity,rule_text_change,postseason_format,clubs,permanent_or_unspecified,official_summary,nflops_proposals_2025,https://operations.nfl.com/updates/the-rules/2025-rules-change-proposals/,2025 bylaw PROPOSALS summary,html_summary,0.9
nfl-2025-proposed-bylaw-5-08069037,2025,2025,proposed,bylaw,5,Detroit,"Article XVII, Section 17.1; Article XVII","Article XVII, Section 17.1 of the Constitution and Bylaws, to exclude from the 90-player limit a player placed on Reserve/Injured before or on the day of the roster reduction to 53 players, unless such player is Designated for Return.",,,roster_management,rule_text_change,roster,clubs/players,permanent_or_unspecified,official_summary,nflops_proposals_2025,https://operations.nfl.com/updates/the-rules/2025-rules-change-proposals/,2025 bylaw PROPOSALS summary,html_summary,0.9
nfl-2025-proposed-playing-rule-1-90f3196b,2025,2025,proposed,playing_rule,1,Competition Committee,"Rule 6, Section 1","amends Rule 6, Section 1 , to make permanent the new form of free kick play implemented in 2024 designed to 1) resemble a typical scrimmage play by aligning players on both teams closer together and restricting movement to reduce space and speed and 2) promote more returns, subject to the following changes: (a) modifies the alignment requirements for receiving team players in the setup zone; (b) changes the dead ball spot after a touchback to the 35-yard line if the ball lands in the end zone and is downed in the end zone by the receiving team or goes out of bounds behind the receiving team’s goal line; (c) changes the alignment requirements for the kicking team on an onside kick; and (d) permits the kicking team to declare an onside kick at any time during the game if trailing its opponent.",,,special_teams,rule_text_change,kickoff,kicking_team/receiving_team,made_permanent,official_summary,nflops_proposals_2025,https://operations.nfl.com/updates/the-rules/2025-rules-change-proposals/,2025 PLAYING RULES PROPOSALS SUMMARY,html_summary,0.9
nfl-2025-proposed-playing-rule-2-3fd21bf4,2025,2025,proposed,playing_rule,2,Philadelphia,"Rule 16, Section 1","amends Rule 16, Section 1 , to align the postseason and regular season overtime rules by granting both teams an opportunity to possess the ball regardless of the outcome of the first possession, subject to a 15-minute overtime period in the regular season.",,,competitive_equity,rule_text_change,overtime,both_teams,permanent_or_unspecified,official_summary,nflops_proposals_2025,https://operations.nfl.com/updates/the-rules/2025-rules-change-proposals/,2025 PLAYING RULES PROPOSALS SUMMARY,html_summary,0.9
nfl-2025-proposed-playing-rule-3-3e0806cb,2025,2025,proposed,playing_rule,3,Competition Committee,Rule 15,"amends Rule 15 , to expand Instant Replay’s ability to advise the on-field officials on specific, objective aspects of a play and/or to address game administration issues when clear and obvious video evidence is present.",,,officiating,review_or_officiating_authority,game_administration,officials/league,permanent_or_unspecified,official_summary,nflops_proposals_2025,https://operations.nfl.com/updates/the-rules/2025-rules-change-proposals/,2025 PLAYING RULES PROPOSALS SUMMARY,html_summary,0.9
nfl-2025-proposed-playing-rule-4-51ccb6bc,2025,2025,proposed,playing_rule,4,Detroit,"Rule 8, Section 4","amends Rule 8, Section 4 , to eliminate an automatic first down as a penalty imposed for defensive holding and illegal contact.",,,gameplay,rule_text_change,general,league,permanent_or_unspecified,official_summary,nflops_proposals_2025,https://operations.nfl.com/updates/the-rules/2025-rules-change-proposals/,2025 PLAYING RULES PROPOSALS SUMMARY,html_summary,0.9
nfl-2025-proposed-playing-rule-5-729903fd,2025,2025,proposed,playing_rule,5,Green Bay,"Rule 12, Section 1","amends Rule 12, Section 1 , to prohibit an offensive player from pushing a teammate who was lined up directly behind the snapper and receives the snap, immediately at the snap.",,,gameplay,rule_text_change,general,league,permanent_or_unspecified,official_summary,nflops_proposals_2025,https://operations.nfl.com/updates/the-rules/2025-rules-change-proposals/,2025 PLAYING RULES PROPOSALS SUMMARY,html_summary,0.9
nfl-2025-proposed-resolution-g-1-0baca18f,2025,2025,proposed,resolution,G-1,Pittsburgh,,to permit clubs during the two-day negotiation period to: (i) have one video or phone call with a prospective unrestricted free agent and his player agent; and (ii) permits clubs to arrange for the player’s travel upon agreeing to terms with a prospective unrestricted free agent. Travel cannot occur until the beginning of the new league year.,,,club_business_rules,rule_text_change,free_agent_negotiation,clubs/players,permanent_or_unspecified,official_summary,nflops_proposals_2025,https://operations.nfl.com/updates/the-rules/2025-rules-change-proposals/,2025 Resolutions Proposals SUMMARY,html_summary,0.9
nfl-2025-proposed-resolution-g-2-a8a7c55b,2025,2025,proposed,resolution,G-2,"Baltimore, Cleveland, Houston, Las Vegas, Minnesota, Philadelphia, and Washington",,"to permit clubs to prepare kicking footballs (“K-Balls”) before game day, similar to the process permitted for game footballs.",,,special_teams,rule_text_change,kickoff,kicking_team/receiving_team,permanent_or_unspecified,official_summary,nflops_proposals_2025,https://operations.nfl.com/updates/the-rules/2025-rules-change-proposals/,2025 Resolutions Proposals SUMMARY,html_summary,0.9
nfl-2025-proposed-resolution-g-3-132f44b8,2025,2025,proposed,resolution,G-3,Washington,,to permit clubs that may qualify for the postseason to obtain scouting credentials for two consecutive games (Weeks 17 and 18) played by a potential postseason opponent. Also requires clubs hosting Wild Card games to provide scouting credentials to all teams within the same conference who are participating in the postseason.,,,club_business_rules,rule_text_change,league_business,clubs,permanent_or_unspecified,official_summary,nflops_proposals_2025,https://operations.nfl.com/updates/the-rules/2025-rules-change-proposals/,2025 Resolutions Proposals SUMMARY,html_summary,0.9
nfl-2026-approved-bylaw-1-9409c1e5,2026,2026,approved,bylaw,1,Competition Committee,"Article XVII, Section 17.1; Article XVII","amends Article XVII, Section 17.1 of the Constitution and Bylaws to permit the League office to adjust the procedures and related dates and deadlines for the final roster reduction to accommodate an international game scheduled in the first week of the regular season.",,,roster_management,rule_text_change,roster,clubs/players,permanent_or_unspecified,official_summary,nflops_approved_2026,https://operations.nfl.com/updates/the-game/approved-2026-playing-rules-bylaws-and-resolutions/,2026 Approved Bylaws Summary,html_summary,0.9
nfl-2026-approved-bylaw-2-36e0c06a,2026,2026,approved,bylaw,2,Competition Committee,"Article XVII, Section 18.1; Article XVII","amends Article XVII, Section 18.1 (B) of the Constitution and Bylaws to establish the Saturday and Sunday of Labor Day weekend as business days to provide clubs with personnel notices during the first weekend after the roster reduction.",,,roster_management,rule_text_change,roster,clubs/players,permanent_or_unspecified,official_summary,nflops_approved_2026,https://operations.nfl.com/updates/the-game/approved-2026-playing-rules-bylaws-and-resolutions/,2026 Approved Bylaws Summary,html_summary,0.9
nfl-2026-approved-bylaw-3-216fb6a7,2026,2026,approved,bylaw,3,Competition Committee,,to permit players on Reserve/Physically Unable to Perform to begin a 21-day practice period after the club’s second game of the regular season.,,,roster_management,rule_text_change,roster,clubs/players,permanent_or_unspecified,official_summary,nflops_approved_2026,https://operations.nfl.com/updates/the-game/approved-2026-playing-rules-bylaws-and-resolutions/,2026 Approved Bylaws Summary,html_summary,0.9
nfl-2026-approved-playing-rule-1-8b4006e9,2026,2026,approved,playing_rule,1,Competition Committee,,to permit the kicking team to declare an onside kick at any time during the game.,,,special_teams,rule_text_change,kickoff,kicking_team/receiving_team,permanent_or_unspecified,official_summary,nflops_approved_2026,https://operations.nfl.com/updates/the-game/approved-2026-playing-rules-bylaws-and-resolutions/,2026 Approved Playing Rules Summary,html_summary,0.9
nfl-2026-approved-playing-rule-2-bdab757d,2026,2026,approved,playing_rule,2,Competition Committee,,to eliminate the kicking team’s incentive to intentionally kick the ball out of bounds when kicking off from the 50-yard line.,,,special_teams,rule_text_change,kickoff,kicking_team/receiving_team,permanent_or_unspecified,official_summary,nflops_approved_2026,https://operations.nfl.com/updates/the-game/approved-2026-playing-rules-bylaws-and-resolutions/,2026 Approved Playing Rules Summary,html_summary,0.9
nfl-2026-approved-playing-rule-3-6c6323b7,2026,2026,approved,playing_rule,3,Competition Committee,,to modify the kickoff alignment requirements for the receiving team players in the setup zone.,,,special_teams,rule_text_change,kickoff,kicking_team/receiving_team,permanent_or_unspecified,official_summary,nflops_approved_2026,https://operations.nfl.com/updates/the-game/approved-2026-playing-rules-bylaws-and-resolutions/,2026 Approved Playing Rules Summary,html_summary,0.9
nfl-2026-approved-playing-rule-4-a-c21f59c2,2026,2026,approved,playing_rule,4-A,Competition Committee,,to allow League personnel to consult with on-field officials when considering disqualifications for both flagrant football acts and non-football acts without being called on the field.,,,officiating,review_or_officiating_authority,game_administration,officials/league,permanent_or_unspecified,official_summary,nflops_approved_2026,https://operations.nfl.com/updates/the-game/approved-2026-playing-rules-bylaws-and-resolutions/,2026 Approved Playing Rules Summary,html_summary,0.9
nfl-2026-approved-playing-rule-5-26967250,2026,2026,approved,playing_rule,5,Competition Committee,,"for one year only, to allow the NFL Officiating department to correct clear and obvious mistakes made by on-field officials that impact the game, in the event that there is a work stoppage involving the game officials represented by the NFL Referees Association.",,,officiating,review_or_officiating_authority,game_administration,officials/league,one_year_trial,official_summary,nflops_approved_2026,https://operations.nfl.com/updates/the-game/approved-2026-playing-rules-bylaws-and-resolutions/,2026 Approved Playing Rules Summary,html_summary,0.9
nfl-2026-approved-resolution-1-213979c9,2026,2026,approved,resolution,1,Pittsburgh,,"to make permanent the change implemented during the 2025 season that permits clubs to have one video or phone call with no more than five prospective Unrestricted Free Agent during the Two-Day Negotiation Period, and to permit clubs to make travel arrangements with such players upon agreeing to terms.",,,club_business_rules,rule_text_change,free_agent_negotiation,clubs/players,made_permanent,official_summary,nflops_approved_2026,https://operations.nfl.com/updates/the-game/approved-2026-playing-rules-bylaws-and-resolutions/,2026 Approved Resolutions Summary,html_summary,0.9
nfl-2026-proposed-bylaw-1-510a9e0e,2026,2026,proposed,bylaw,1,Competition Committee,"Article XVII, Section 17.1; Article XVII","amends Article XVII, Section 17.1 of the Constitution and Bylaws to permit the League office to adjust the procedures and related dates and deadlines for the final roster reduction to accommodate an international game scheduled in the first week of the regular season.",,,roster_management,rule_text_change,roster,clubs/players,permanent_or_unspecified,official_summary,nflops_proposals_2026,https://operations.nfl.com/updates/the-rules/2026-playing-rules-bylaw-and-resolution-proposals/,2026 Bylaw Proposals Summary,html_summary,0.9
nfl-2026-proposed-bylaw-2-9fcc1342,2026,2026,proposed,bylaw,2,Competition Committee,"Article XVII, Section 18.1; Article XVII","amends Article XVII, Section 18.1 (B) of the Constitution and Bylaws to establish the Saturday and Sunday of Labor Day weekend as business days to provide clubs with personnel notices during the first weekend after the roster reduction.",,,roster_management,rule_text_change,roster,clubs/players,permanent_or_unspecified,official_summary,nflops_proposals_2026,https://operations.nfl.com/updates/the-rules/2026-playing-rules-bylaw-and-resolution-proposals/,2026 Bylaw Proposals Summary,html_summary,0.9
nfl-2026-proposed-bylaw-3-a3d31fec,2026,2026,proposed,bylaw,3,Competition Committee,,to permit players on Reserve/Physically Unable to Perform to begin a 21-day practice period after the club’s second game of the regular season.,,,roster_management,rule_text_change,roster,clubs/players,permanent_or_unspecified,official_summary,nflops_proposals_2026,https://operations.nfl.com/updates/the-rules/2026-playing-rules-bylaw-and-resolution-proposals/,2026 Bylaw Proposals Summary,html_summary,0.9
nfl-2026-proposed-playing-rule-1-87ef0705,2026,2026,proposed,playing_rule,1,Competition Committee,"Rule 6, Section 1, Article 6",Permits the kicking team to declare an onside kick at any time during the game.,Permits the kicking team to declare an onside kick at any time during the game.,Competitive Equity.,special_teams,rule_text_change,kickoff,kicking_team/receiving_team,permanent_or_unspecified,official_full_proposal_pdf,nflops_2026_full_proposals_pdf,https://operations.nfl.com/media/dxfj3uak/2026-playing-rules-bylaw-and-resolution-proposals.pdf,2026 PLAYING RULE PROPOSAL,pdf_full_proposal,0.97
nfl-2026-proposed-playing-rule-1-f185315a,2026,2026,proposed,playing_rule,1,Competition Committee,,to permit the kicking team to declare an onside kick at any time during the game.,,,special_teams,rule_text_change,kickoff,kicking_team/receiving_team,permanent_or_unspecified,official_summary,nflops_proposals_2026,https://operations.nfl.com/updates/the-rules/2026-playing-rules-bylaw-and-resolution-proposals/,2026 Playing Rules Proposals Summary,html_summary,0.9
nfl-2026-proposed-playing-rule-2-b2ed303a,2026,2026,proposed,playing_rule,2,Competition Committee,"Rule 6, Section 1, Article 5",Eliminates the kicking team’s incentive to intentionally kick the ball out of bounds when kicking off from the 50-yard line.,Eliminates the kicking team’s incentive to intentionally kick the ball out of bounds when kicking off from the 50-yard line.,Competitive Equity.,special_teams,rule_text_change,kickoff,kicking_team/receiving_team,permanent_or_unspecified,official_full_proposal_pdf,nflops_2026_full_proposals_pdf,https://operations.nfl.com/media/dxfj3uak/2026-playing-rules-bylaw-and-resolution-proposals.pdf,2026 PLAYING RULE PROPOSAL,pdf_full_proposal,0.97
nfl-2026-proposed-playing-rule-2-e2c316f3,2026,2026,proposed,playing_rule,2,Competition Committee,,to eliminate the kicking team’s incentive to intentionally kick the ball out of bounds when kicking off from the 50-yard line.,,,special_teams,rule_text_change,kickoff,kicking_team/receiving_team,permanent_or_unspecified,official_summary,nflops_proposals_2026,https://operations.nfl.com/updates/the-rules/2026-playing-rules-bylaw-and-resolution-proposals/,2026 Playing Rules Proposals Summary,html_summary,0.9
nfl-2026-proposed-playing-rule-3-ca65a188,2026,2026,proposed,playing_rule,3,Competition Committee,"Rule 6, Section 1, Article 3",Modifies the alignment requirements for the receiving team players in the setup zone.,Modifies the alignment requirements for the receiving team players in the setup zone.,Player safety. Provides excitement and competition in the game.,special_teams,rule_text_change,kickoff,kicking_team/receiving_team,permanent_or_unspecified,official_full_proposal_pdf,nflops_2026_full_proposals_pdf,https://operations.nfl.com/media/dxfj3uak/2026-playing-rules-bylaw-and-resolution-proposals.pdf,2026 PLAYING RULE PROPOSAL,pdf_full_proposal,0.97
nfl-2026-proposed-playing-rule-3-963ff8d4,2026,2026,proposed,playing_rule,3,Competition Committee,,to modify the kickoff alignment requirements for the receiving team players in the setup zone.,,,special_teams,rule_text_change,kickoff,kicking_team/receiving_team,permanent_or_unspecified,official_summary,nflops_proposals_2026,https://operations.nfl.com/updates/the-rules/2026-playing-rules-bylaw-and-resolution-proposals/,2026 Playing Rules Proposals Summary,html_summary,0.9
nfl-2026-proposed-playing-rule-4-3a3e17af,2026,2026,proposed,playing_rule,4,Competition Committee,"Rule 19, Section 2",Allow League personnel to consult with on -field officials when considering a disqualification for both flagrant football and non-football acts without being called on the field.,Allow League personnel to consult with on -field officials when considering a disqualification for both flagrant football and non-football acts without being called on the field.,Integrity of the Game,officiating,review_or_officiating_authority,game_administration,officials/league,permanent_or_unspecified,official_full_proposal_pdf,nflops_2026_full_proposals_pdf,https://operations.nfl.com/media/dxfj3uak/2026-playing-rules-bylaw-and-resolution-proposals.pdf,2026 PLAYING RULE PROPOSAL,pdf_full_proposal,0.97
nfl-2026-proposed-playing-rule-4-d33342b2,2026,2026,proposed,playing_rule,4,Competition Committee,,to allow League personnel to consult with on-field officials when considering disqualifications for both flagrant football acts and non-football acts without being called on the field.,,,officiating,review_or_officiating_authority,game_administration,officials/league,permanent_or_unspecified,official_summary,nflops_proposals_2026,https://operations.nfl.com/updates/the-rules/2026-playing-rules-bylaw-and-resolution-proposals/,2026 Playing Rules Proposals Summary,html_summary,0.9
nfl-2026-proposed-playing-rule-5-9523212a,2026,2026,proposed,playing_rule,5,Competition Committee,"Rule 15; Rule 12; Rule 8; Rule 15, Section 9; Rule 15, Section 1","For one year only, allows the Officiating department to correct a clear and obvious miss made by on-field officials that impact the game in the event that there is a work stoppage involving the game officials represented by the NFL Referees Association and during the period that replacement game officials are utilized as the on-field officials.","For one year only, allows the Officiating department to correct a clear and obvious miss made by on-field officials that impact the game in the event that there is a work stoppage involving the game officials represented by the NFL Referees Association and during the period that replacement game officials are utilized as the on-field officials.",Integrity of the Game; Competitive Equity,officiating,review_or_officiating_authority,game_administration,officials/league,one_year_trial,official_full_proposal_pdf,nflops_2026_full_proposals_pdf,https://operations.nfl.com/media/dxfj3uak/2026-playing-rules-bylaw-and-resolution-proposals.pdf,2026 PLAYING RULE PROPOSAL,pdf_full_proposal,0.97
nfl-2026-proposed-playing-rule-5-78f50f4d,2026,2026,proposed,playing_rule,5,Competition Committee,,"for one year only, to allow the NFL Officiating Department to correct clear and obvious misses made by on-field officials that impact the game, in the event that there is a work stoppage involving the game officials represented by the NFL Referees Association.",,,officiating,review_or_officiating_authority,game_administration,officials/league,one_year_trial,official_summary,nflops_proposals_2026,https://operations.nfl.com/updates/the-rules/2026-playing-rules-bylaw-and-resolution-proposals/,2026 Playing Rules Proposals Summary,html_summary,0.9
nfl-2026-proposed-resolution-1-d3d391af,2026,2026,proposed,resolution,1,Pittsburgh,,"to make permanent the change implemented during the 2025 season that permits clubs to have one video or phone call with no more than five prospective Unrestricted Free Agent during the Two-Day Negotiation Period, and to permit clubs to make travel arrangements with such players upon agreeing to terms.",,,club_business_rules,rule_text_change,free_agent_negotiation,clubs/players,made_permanent,official_summary,nflops_proposals_2026,https://operations.nfl.com/updates/the-rules/2026-playing-rules-bylaw-and-resolution-proposals/,2026 Resolution Proposals Summary,html_summary,0.9
nfl-2026-proposed-resolution-2-cd27d635,2026,2026,proposed,resolution,2,Cleveland,,to allow draft selections to be traded up to five (5) seasons in the future.,,,club_business_rules,rule_text_change,league_business,clubs,permanent_or_unspecified,official_summary,nflops_proposals_2026,https://operations.nfl.com/updates/the-rules/2026-playing-rules-bylaw-and-resolution-proposals/,2026 Resolution Proposals Summary,html_summary,0.9
